"customer_key","year_birth","age_in_2014","generation","education","marital_status","living_situation","income","kidhome","teenhome","dt_customer","is_parent","household_size","age_group"
"100546","1980","34","","Graduate","Single","Alone","81741","0","0","2013-06-16 00:00:00","false","1","30s"
"100547","1971","43","Gen X","Master","Together","Partner","71499","0","1","2013-06-25 00:00:00","true","3","40s"
"100548","1970","44","Gen X","Undergraduate","Married","Partner","62466","0","1","2014-01-15 00:00:00","true","3","40s"
"100549","1963","51","Baby Boomer","PhD","Divorced","Alone","48799","0","1","2013-05-11 00:00:00","true","2","50s"
"100550","1950","64","Baby Boomer","PhD","Together","Partner","52157","0","1","2014-07-06 00:00:00","true","3","60s"
"100551","1962","52","Baby Boomer","Graduate","Single","Alone","66565","0","1","2012-05-12 00:00:00","true","2","50s"
"100552","1951","63","Baby Boomer","Master","Together","Partner","29298","1","1","2013-07-09 00:00:00","true","4","60s"
"100553","1979","35","Gen X","Graduate","Single","Alone","47691","0","1","2013-05-07 00:00:00","true","2","30s"
"100554","1970","44","Gen X","Graduate","Together","Partner","38200","1","1","2012-07-12 00:00:00","true","4","40s"
"100555","1974","40","Gen X","Graduate","Married","Partner","44989","0","1","2012-12-09 00:00:00","true","3","40s"
"100556","1968","46","Gen X","PhD","Married","Partner","38443","1","1","2014-01-27 00:00:00","true","4","40s"
"100557","1978","36","Gen X","Undergraduate","Single","Alone","38593","1","0","2013-09-13 00:00:00","true","2","30s"
"100558","1970","44","Gen X","PhD","Together","Partner","64413","0","1","2013-01-08 00:00:00","true","3","40s"
"100559","1981","33","Millennial","Master","Married","Partner","36959","1","0","2013-02-10 00:00:00","true","3","30s"
"100560","1977","37","Gen X","PhD","Married","Partner","61996","0","1","2013-01-31 00:00:00","true","3","30s"
"100561","1968","46","Gen X","Graduate","Married","Partner","51287","1","1","2014-01-04 00:00:00","true","4","40s"
"100562","1970","44","Gen X","Graduate","Married","Partner","13260","1","1","2013-08-23 00:00:00","true","4","40s"
"100563","1966","48","Gen X","PhD","Together","Partner","47472","1","1","2013-09-16 00:00:00","true","4","40s"
"100564","1956","58","Baby Boomer","Master","Together","Partner","54603","1","1","2013-09-07 00:00:00","true","4","50s"
"100565","1974","40","Gen X","PhD","Married","Partner","45207","1","1","2012-10-11 00:00:00","true","4","40s"
"100566","1967","47","Gen X","Undergraduate","Together","Partner","47821","1","1","2013-10-20 00:00:00","true","4","40s"
"100567","1951","63","Baby Boomer","Master","Married","Partner","27450","0","0","2013-04-15 00:00:00","false","2","60s"
"100568","1983","31","Millennial","Graduate","Together","Partner","39453","1","0","2014-03-04 00:00:00","true","3","30s"
"100569","1971","43","Gen X","Undergraduate","Together","Partner","26850","1","1","2014-04-18 00:00:00","true","4","40s"
"100570","1955","59","Baby Boomer","Graduate","Widow","Alone","79800","0","0","2012-09-23 00:00:00","false","1","50s"
"100571","1961","53","Baby Boomer","Master","Married","Partner","61794","0","1","2013-09-14 00:00:00","true","3","50s"
"100572","1955","59","Baby Boomer","Graduate","Together","Partner","53863","0","1","2014-05-17 00:00:00","true","3","50s"
"100573","1959","55","Baby Boomer","Graduate","Together","Partner","24221","0","0","2013-08-20 00:00:00","false","2","50s"
"100574","1984","30","Millennial","PhD","Single","Alone","39684","1","0","2012-12-10 00:00:00","true","2","30s"
"100575","1975","39","Gen X","Master","Married","Partner","92163","0","0","2012-12-12 00:00:00","false","2","30s"
"100576","1965","49","Gen X","Master","Single","Alone","69882","0","0","2013-10-11 00:00:00","false","1","40s"
"100577","1977","37","Gen X","Graduate","Together","Partner","33178","1","0","2014-01-30 00:00:00","true","3","30s"
"100578","1972","42","Gen X","PhD","Married","Partner","59973","0","0","2013-11-09 00:00:00","false","2","40s"
"100579","1975","39","Gen X","Master","Together","Partner","17459","1","0","2013-09-19 00:00:00","true","3","30s"
"100580","1969","45","Gen X","Graduate","Divorced","Alone","23910","1","0","2012-10-26 00:00:00","true","2","40s"
"100581","1969","45","Gen X","Master","Married","Partner","42169","1","1","2013-10-19 00:00:00","true","4","40s"
"100582","1978","36","Gen X","Undergraduate","Married","Partner","26224","1","0","2013-04-06 00:00:00","true","3","30s"
"100583","1981","33","Millennial","Graduate","Together","Partner","31089","1","0","2012-08-17 00:00:00","true","3","30s"
"100584","1961","53","Baby Boomer","Graduate","Single","Alone","30081","0","1","2013-02-21 00:00:00","true","2","50s"
"100585","1960","54","Baby Boomer","Graduate","Together","Partner","62807","0","1","2012-08-31 00:00:00","true","3","50s"
"100586","1955","59","Baby Boomer","Graduate","Single","Alone","72906","0","0","2013-09-17 00:00:00","false","1","50s"
"100587","1948","66","Baby Boomer","PhD","Married","Partner","61467","0","2","2012-09-12 00:00:00","true","4","60s"
"100588","1966","48","Gen X","Master","Together","Partner","49618","1","1","2013-01-26 00:00:00","true","4","40s"
"100589","1986","28","Millennial","Master","Single","Alone","21888","1","0","2012-12-29 00:00:00","true","2","20s"
"100590","1956","58","Baby Boomer","Graduate","Divorced","Alone","26150","2","1","2013-11-03 00:00:00","true","4","50s"
"100591","1975","39","Gen X","High School","Married","Partner","30801","0","1","2012-10-26 00:00:00","true","3","30s"
"100592","1965","49","Gen X","Graduate","Married","Partner","81168","0","0","2014-07-05 00:00:00","false","2","40s"
"100593","1969","45","Gen X","Master","Single","Alone","26877","0","0","2013-08-19 00:00:00","false","1","40s"
"100594","1944","70","Silent Generation","Master","Widow","Alone","45006","0","0","2013-07-18 00:00:00","false","1","70+"
"100595","1973","41","Gen X","High School","Married","Partner","18978","1","0","2012-11-12 00:00:00","true","3","40s"
"100596","1969","45","Gen X","PhD","Single","Alone","48240","0","0","2012-09-11 00:00:00","false","1","40s"
"100597","1974","40","Gen X","Graduate","Married","Partner","45837","1","1","2013-07-26 00:00:00","true","4","40s"
"100598","1965","49","Gen X","Master","Single","Alone","35791","2","1","2013-06-05 00:00:00","true","4","40s"
"100599","1976","38","Gen X","PhD","Together","Partner","162397","1","1","2013-03-06 00:00:00","true","4","30s"
"100600","1978","36","Gen X","Graduate","Widow","Alone","54162","1","1","2013-03-18 00:00:00","true","3","30s"
"100601","1960","54","Baby Boomer","Master","Married","Partner","30522","0","1","2012-08-17 00:00:00","true","3","50s"
"100602","1961","53","Baby Boomer","PhD","Married","Partner","54456","0","1","2013-11-07 00:00:00","true","3","50s"
"100603","1971","43","Gen X","Graduate","Single","Alone","31632","0","0","2013-07-14 00:00:00","false","1","40s"
"100604","1949","65","Baby Boomer","Graduate","Widow","Alone","72298","0","0","2014-10-03 00:00:00","false","1","60s"
"100605","1978","36","Gen X","Undergraduate","Single","Alone","36975","1","0","2013-12-28 00:00:00","true","2","30s"
"100606","1955","59","Baby Boomer","Undergraduate","Married","Partner","72635","0","0","2013-03-06 00:00:00","false","2","50s"
"100607","1976","38","Gen X","Graduate","Married","Partner","13624","1","0","2013-01-20 00:00:00","true","3","30s"
"100608","1975","39","Gen X","Graduate","Single","Alone","84196","0","1","2013-03-06 00:00:00","true","2","30s"
"100609","1960","54","Baby Boomer","Graduate","Together","Partner","70971","0","1","2012-09-21 00:00:00","true","3","50s"
"100610","1977","37","Gen X","PhD","Divorced","Alone","34487","1","1","2012-06-09 00:00:00","true","3","30s"
"100611","1977","37","Gen X","Graduate","Single","Alone","28769","1","0","2012-12-18 00:00:00","true","2","30s"
"100612","1970","44","Gen X","PhD","Married","Partner","69084","1","0","2013-11-19 00:00:00","true","3","40s"
"100613","1958","56","Baby Boomer","PhD","Together","Partner","65488","0","0","2014-06-13 00:00:00","false","2","50s"
"100614","1960","54","Baby Boomer","Undergraduate","Single","Alone","32218","0","0","2014-02-15 00:00:00","false","1","50s"
"100615","1973","41","Gen X","Graduate","Single","Alone","83917","0","0","2013-04-18 00:00:00","false","1","40s"
"100616","1962","52","Baby Boomer","Graduate","Divorced","Alone","46102","2","1","2014-10-03 00:00:00","true","4","50s"
"100617","1952","62","Baby Boomer","Graduate","Single","Alone","84574","0","0","2013-04-06 00:00:00","false","1","60s"
"100618","1962","52","Baby Boomer","Graduate","Married","Partner","56181","0","1","2013-08-01 00:00:00","true","3","50s"
"100619","1950","64","Baby Boomer","Master","Divorced","Alone","63120","0","1","2012-09-28 00:00:00","true","2","60s"
"100620","1971","43","Gen X","Graduate","Married","Partner","73691","0","1","2013-06-11 00:00:00","true","3","40s"
"100621","1948","66","Baby Boomer","PhD","Together","Partner","76140","0","0","2014-05-13 00:00:00","false","2","60s"
"100622","1959","55","Baby Boomer","PhD","Divorced","Alone","62859","0","1","2012-12-30 00:00:00","true","2","50s"
"100623","1964","50","","Graduate","Single","Alone","45906","0","1","2013-07-05 00:00:00","true","2","50s"
"100624","1947","67","Baby Boomer","Master","Together","Partner","77632","0","0","2013-10-03 00:00:00","false","2","60s"
"100625","1971","43","Gen X","PhD","Married","Partner","46463","1","1","2013-08-18 00:00:00","true","4","40s"
"100626","1970","44","Gen X","Graduate","Together","Partner","105471","0","0","2013-01-21 00:00:00","false","2","40s"
"100627","1970","44","Gen X","Master","Divorced","Alone","55282","1","0","2013-12-13 00:00:00","true","2","40s"
"100628","1977","37","Gen X","Master","Married","Partner","78710","0","1","2014-05-23 00:00:00","true","3","30s"
"100629","1958","56","Baby Boomer","Graduate","Together","Partner","66886","0","1","2013-09-16 00:00:00","true","3","50s"
"100630","1960","54","Baby Boomer","Master","Single","Alone","98777","0","0","2014-02-17 00:00:00","false","1","50s"
"100631","1985","29","Millennial","Graduate","Together","Partner","29103","1","0","2012-08-27 00:00:00","true","3","20s"
"100632","1974","40","Gen X","Graduate","Married","Partner","67445","0","1","2012-12-08 00:00:00","true","3","40s"
"100633","1950","64","Baby Boomer","PhD","Together","Partner","50616","0","1","2014-04-13 00:00:00","true","3","60s"
"100634","1955","59","Baby Boomer","Graduate","Divorced","Alone","49431","0","1","2012-03-08 00:00:00","true","2","50s"
"100635","1975","39","Gen X","Graduate","Divorced","Alone","153924","0","0","2014-07-02 00:00:00","false","1","30s"
"100636","1953","61","Baby Boomer","Graduate","Together","Partner","61278","0","1","2014-04-01 00:00:00","true","3","60s"
"100637","1947","67","Baby Boomer","PhD","Together","Partner","73059","0","1","2013-08-31 00:00:00","true","3","60s"
"100638","1966","48","Gen X","PhD","Single","Alone","46734","1","2","2013-10-21 00:00:00","true","4","40s"
"100639","1963","51","Baby Boomer","Graduate","Together","Partner","56253","0","1","2012-07-12 00:00:00","true","3","50s"
"100640","1975","39","Gen X","Graduate","Widow","Alone","58330","0","1","2013-12-25 00:00:00","true","2","30s"
"100641","1980","34","","High School","Married","Partner","25965","0","0","2012-07-09 00:00:00","false","2","30s"
"100642","1956","58","Baby Boomer","Master","Together","Partner","14661","0","0","2013-01-01 00:00:00","false","2","50s"
"100643","1959","55","Baby Boomer","Graduate","Married","Partner","18690","0","0","2012-12-28 00:00:00","false","2","50s"
"100644","1974","40","Gen X","PhD","Together","Partner","45068","0","1","2013-05-16 00:00:00","true","3","40s"
"100645","1987","27","Millennial","High School","Single","Alone","21063","1","0","2013-09-25 00:00:00","true","2","20s"
"100646","1968","46","Gen X","PhD","Married","Partner","29187","1","0","2013-09-05 00:00:00","true","3","40s"
"100647","1971","43","Gen X","Undergraduate","Married","Partner","54690","1","1","2013-07-11 00:00:00","true","4","40s"
"100648","1964","50","","PhD","Married","Partner","59304","0","1","2013-07-29 00:00:00","true","3","50s"
"100649","1962","52","Baby Boomer","Master","Single","Alone","59247","0","2","2013-08-11 00:00:00","true","3","50s"
"100650","1970","44","Gen X","Graduate","Widow","Alone","66731","0","1","2012-12-09 00:00:00","true","2","40s"
"100651","1980","34","","Graduate","Married","Partner","77353","0","1","2013-12-16 00:00:00","true","3","30s"
"100652","1974","40","Gen X","Graduate","Married","Partner","26751","2","0","2014-05-22 00:00:00","true","4","40s"
"100653","1963","51","Baby Boomer","PhD","Married","Partner","81300","0","1","2012-10-30 00:00:00","true","3","50s"
"100654","1979","35","Gen X","Graduate","Single","Alone","70337","0","0","2014-02-01 00:00:00","false","1","30s"
"100655","1985","29","Millennial","Undergraduate","Married","Partner","36145","1","0","2013-06-16 00:00:00","true","3","20s"
"100656","1980","34","","PhD","Single","Alone","65295","0","0","2013-12-23 00:00:00","false","1","30s"
"100657","1963","51","Baby Boomer","Graduate","Divorced","Alone","68118","0","1","2013-10-18 00:00:00","true","2","50s"
"100658","1967","47","Gen X","Graduate","Divorced","Alone","68743","0","0","2012-08-30 00:00:00","false","1","40s"
"100659","1982","32","Millennial","Undergraduate","Together","Partner","41039","0","0","2013-07-25 00:00:00","false","2","30s"
"100660","1955","59","Baby Boomer","Graduate","Together","Partner","38946","0","1","2013-10-24 00:00:00","true","3","50s"
"100661","1967","47","Gen X","Graduate","Together","Partner","65777","0","0","2013-12-19 00:00:00","false","2","40s"
"100662","1976","38","Gen X","PhD","Divorced","Alone","66476","0","1","2013-07-03 00:00:00","true","2","30s"
"100663","1972","42","Gen X","PhD","Single","Alone","86857","0","0","2012-12-09 00:00:00","false","1","40s"
"100664","1982","32","Millennial","PhD","Married","Partner","160803","0","0","2012-04-08 00:00:00","false","2","30s"
"100665","1989","25","Millennial","PhD","Together","Partner","77845","0","0","2014-05-16 00:00:00","false","2","20s"
"100666","1969","45","Gen X","PhD","Together","Partner","69476","0","0","2013-09-30 00:00:00","false","2","40s"
"100667","1960","54","Baby Boomer","PhD","Divorced","Alone","50611","0","1","2012-04-10 00:00:00","true","2","50s"
"100668","1970","44","Gen X","Graduate","Single","Alone","61209","0","0","2013-08-25 00:00:00","false","1","40s"
"100669","1958","56","Baby Boomer","Master","Together","Partner","42315","0","1","2013-12-07 00:00:00","true","3","50s"
"100670","1952","62","Baby Boomer","High School","Together","Partner","13084","0","0","2013-02-11 00:00:00","false","2","60s"
"100671","1949","65","Baby Boomer","Master","Widow","Alone","47570","1","1","2013-05-29 00:00:00","true","3","60s"
"100672","1961","53","Baby Boomer","Master","Married","Partner","61923","0","2","2013-07-26 00:00:00","true","4","50s"
"100673","1995","19","Millennial","Graduate","Single","Alone","34824","0","0","2014-03-26 00:00:00","false","1","70+"
"100674","1949","65","Baby Boomer","PhD","Single","Alone","26518","1","1","2013-08-04 00:00:00","true","3","60s"
"100675","1961","53","Baby Boomer","Graduate","Single","Alone","45938","0","0","2013-03-11 00:00:00","false","1","50s"
"100676","1960","54","Baby Boomer","Graduate","Together","Partner","78468","0","0","2014-09-04 00:00:00","false","2","50s"
"100677","1973","41","Gen X","Graduate","Divorced","Alone","78901","0","1","2013-09-17 00:00:00","true","2","40s"
"100678","1978","36","Gen X","Graduate","Married","Partner","71427","2","0","2014-12-03 00:00:00","true","4","30s"
"100679","1978","36","Gen X","Graduate","Divorced","Alone","71022","0","1","2014-11-02 00:00:00","true","2","30s"
"100680","1988","26","Millennial","Master","Single","Alone","90247","0","0","2014-04-29 00:00:00","false","1","20s"
"100681","1968","46","Gen X","Master","Divorced","Alone","41335","1","0","2013-12-26 00:00:00","true","2","40s"
"100682","1970","44","Gen X","PhD","Divorced","Alone","35682","1","0","2014-06-27 00:00:00","true","2","40s"
"100683","1951","63","Baby Boomer","Graduate","Divorced","Alone","43185","0","1","2013-10-04 00:00:00","true","2","60s"
"100684","1948","66","Baby Boomer","PhD","Together","Partner","66375","0","1","2013-11-21 00:00:00","true","3","60s"
"100685","1986","28","Millennial","Graduate","Married","Partner","25252","1","0","2013-12-07 00:00:00","true","3","20s"
"100686","1965","49","Gen X","Master","Single","Alone","55250","0","1","2012-10-21 00:00:00","true","2","40s"
"100687","1975","39","Gen X","Graduate","Single","Alone","33249","1","0","2013-02-20 00:00:00","true","2","30s"
"100688","1953","61","Baby Boomer","Graduate","Together","Partner","58398","0","0","2013-05-14 00:00:00","false","2","60s"
"100689","1982","32","Millennial","Graduate","Together","Partner","50272","1","0","2013-07-08 00:00:00","true","3","30s"
"100690","1975","39","Gen X","PhD","Married","Partner","76618","0","0","2012-07-12 00:00:00","false","2","30s"
"100691","1960","54","Baby Boomer","Undergraduate","Divorced","Alone","87305","0","0","2012-09-23 00:00:00","false","1","50s"
"100692","1978","36","Gen X","Graduate","Together","Partner","25851","1","0","2013-11-02 00:00:00","true","3","30s"
"100693","1970","44","Gen X","Graduate","Divorced","Alone","58710","0","1","2013-03-31 00:00:00","true","2","40s"
"100694","1958","56","Baby Boomer","Graduate","Single","Alone","45160","1","1","2014-03-29 00:00:00","true","3","50s"
"100695","1965","49","Gen X","Master","Married","Partner","74806","0","1","2012-12-19 00:00:00","true","3","40s"
"100696","1954","60","Baby Boomer","Graduate","Married","Partner","59111","0","0","2013-02-05 00:00:00","false","2","60s"
"100697","1984","30","Millennial","PhD","Married","Partner","18988","1","0","2014-05-23 00:00:00","true","3","30s"
"100698","1965","49","Gen X","Graduate","Married","Partner","72190","0","0","2013-02-13 00:00:00","false","2","40s"
"100699","1976","38","Gen X","Graduate","Married","Partner","7500","1","0","2012-01-08 00:00:00","true","3","30s"
"100700","1955","59","Baby Boomer","Graduate","Married","Partner","80395","0","0","2013-11-23 00:00:00","false","2","50s"
"100701","1976","38","Gen X","Master","Divorced","Alone","75012","0","0","2014-01-25 00:00:00","false","1","30s"
"100702","1965","49","Gen X","Master","Married","Partner","56962","2","1","2013-11-10 00:00:00","true","5","40s"
"100703","1991","23","Millennial","Graduate","Together","Partner","89891","0","0","2013-04-15 00:00:00","false","2","20s"
"100704","1949","65","Baby Boomer","PhD","Divorced","Alone","35946","1","1","2013-09-27 00:00:00","true","3","60s"
"100705","1953","61","Baby Boomer","PhD","Together","Partner","53593","1","1","2012-07-08 00:00:00","true","4","60s"
"100706","1948","66","Baby Boomer","PhD","Divorced","Alone","45072","1","2","2013-10-16 00:00:00","true","4","60s"
"100707","1973","41","Gen X","Graduate","Divorced","Alone","89694","1","1","2013-09-10 00:00:00","true","3","40s"
"100708","1949","65","Baby Boomer","Graduate","Married","Partner","72025","0","0","2014-04-29 00:00:00","false","2","60s"
"100709","1973","41","Gen X","Graduate","Married","Partner","67432","0","1","2013-03-29 00:00:00","true","3","40s"
"100710","1952","62","Baby Boomer","Master","Together","Partner","70545","0","1","2014-03-06 00:00:00","true","3","60s"
"100711","1989","25","Millennial","High School","Married","Partner","17487","1","0","2013-03-18 00:00:00","true","3","20s"
"100712","1969","45","Gen X","Graduate","Together","Partner","62882","0","1","2012-09-08 00:00:00","true","3","40s"
"100713","1953","61","Baby Boomer","PhD","Single","Alone","64108","0","1","2013-03-23 00:00:00","true","2","60s"
"100714","1956","58","Baby Boomer","Master","Together","Partner","34941","1","1","2013-06-03 00:00:00","true","4","50s"
"100715","1950","64","Baby Boomer","PhD","Single","Alone","48767","1","2","2014-01-01 00:00:00","true","4","60s"
"100716","1978","36","Gen X","Undergraduate","Together","Partner","38702","1","0","2013-01-08 00:00:00","true","3","30s"
"100717","1964","50","","Graduate","Married","Partner","82224","0","0","2014-01-25 00:00:00","false","2","50s"
"100718","1952","62","Baby Boomer","Graduate","Together","Partner","83844","0","0","2013-12-05 00:00:00","false","2","60s"
"100719","1975","39","Gen X","Undergraduate","Married","Partner","17003","1","0","2013-09-12 00:00:00","true","3","30s"
"100720","1995","19","Millennial","Graduate","Single","Alone","71163","0","0","2014-09-03 00:00:00","false","1","70+"
"100721","1970","44","Gen X","Graduate","Single","Alone","33697","1","0","2013-09-15 00:00:00","true","2","40s"
"100722","1954","60","Baby Boomer","Undergraduate","Married","Partner","63564","0","0","2014-01-29 00:00:00","false","2","60s"
"100723","1972","42","Gen X","PhD","Together","Partner","83443","0","0","2013-12-31 00:00:00","false","2","40s"
"100724","1958","56","Baby Boomer","PhD","Together","Partner","51518","0","1","2013-03-10 00:00:00","true","3","50s"
"100725","1969","45","Gen X","Graduate","Married","Partner","80952","0","0","2013-02-28 00:00:00","false","2","40s"
"100726","1979","35","Gen X","Graduate","Together","Partner","75507","0","0","2014-02-05 00:00:00","false","2","30s"
"100727","1978","36","Gen X","Undergraduate","Together","Partner","63855","0","0","2013-09-02 00:00:00","false","2","30s"
"100728","1972","42","Gen X","PhD","Together","Partner","62220","0","1","2012-11-08 00:00:00","true","3","40s"
"100729","1964","50","","Graduate","Married","Partner","58512","0","1","2013-09-19 00:00:00","true","3","50s"
"100730","1979","35","Gen X","Master","Married","Partner","40662","1","0","2013-03-15 00:00:00","true","3","30s"
"100731","1959","55","Baby Boomer","PhD","Married","Partner","38829","0","1","2014-06-04 00:00:00","true","3","50s"
"100732","1981","33","Millennial","Undergraduate","Married","Partner","35523","1","0","2013-03-10 00:00:00","true","3","30s"
"100733","1967","47","Gen X","Graduate","Single","Alone","79146","1","1","2014-04-24 00:00:00","true","3","40s"
"100734","1988","26","Millennial","Master","Married","Partner","78285","0","0","2013-10-28 00:00:00","false","2","20s"
"100735","1978","36","Gen X","PhD","Single","Alone","31626","1","0","2013-10-05 00:00:00","true","2","30s"
"100736","1952","62","Baby Boomer","Graduate","Single","Alone","75127","0","0","2014-05-22 00:00:00","false","1","60s"
"100737","1955","59","Baby Boomer","Graduate","Married","Partner","48726","0","1","2013-04-27 00:00:00","true","3","50s"
"100738","1977","37","Gen X","Graduate","Married","Partner","74985","0","0","2012-11-09 00:00:00","false","2","30s"
"100739","1987","27","Millennial","Graduate","Together","Partner","67430","0","0","2012-05-09 00:00:00","false","2","20s"
"100740","1965","49","Gen X","Undergraduate","Married","Partner","46891","0","1","2013-01-09 00:00:00","true","3","40s"
"100741","1956","58","Baby Boomer","Master","Married","Partner","62058","0","1","2013-05-26 00:00:00","true","3","50s"
"100742","1979","35","Gen X","Graduate","Married","Partner","72063","0","1","2013-03-07 00:00:00","true","3","30s"
"100743","1951","63","Baby Boomer","PhD","Married","Partner","78939","0","0","2013-12-12 00:00:00","false","2","60s"
"100744","1965","49","Gen X","Graduate","Single","Alone","42720","1","1","2013-04-24 00:00:00","true","3","40s"
"100745","1972","42","Gen X","Graduate","Married","Partner","33622","1","1","2013-04-13 00:00:00","true","4","40s"
"100746","1957","57","Baby Boomer","PhD","Together","Partner","6835","0","1","2012-08-12 00:00:00","true","3","50s"
"100747","1953","61","Baby Boomer","Graduate","Together","Partner","41452","1","1","2013-06-03 00:00:00","true","4","60s"
"100748","1965","49","Gen X","PhD","Single","Alone","40760","0","1","2013-08-30 00:00:00","true","2","40s"
"100749","1958","56","Baby Boomer","PhD","Together","Partner","74250","0","0","2014-01-26 00:00:00","false","2","50s"
"100750","1955","59","Baby Boomer","Master","Single","Alone","51124","1","1","2013-12-18 00:00:00","true","3","50s"
"100751","1971","43","Gen X","Graduate","Single","Alone","72258","0","1","2013-12-09 00:00:00","true","2","40s"
"100752","1974","40","Gen X","PhD","Single","Alone","71466","0","0","2014-05-04 00:00:00","false","1","40s"
"100753","1976","38","Gen X","Graduate","Together","Partner","36283","1","1","2014-04-14 00:00:00","true","4","30s"
"100754","1970","44","Gen X","Graduate","Single","Alone","20587","1","0","2014-11-05 00:00:00","true","2","40s"
"100755","1972","42","Gen X","Graduate","Married","Partner","30467","1","0","2014-03-19 00:00:00","true","3","40s"
"100756","1972","42","Gen X","Graduate","Together","Partner","31590","1","0","2013-06-18 00:00:00","true","3","40s"
"100757","1986","28","Millennial","High School","Married","Partner","20425","1","0","2012-10-29 00:00:00","true","3","20s"
"100758","1960","54","Baby Boomer","Master","Together","Partner","17144","1","1","2014-02-15 00:00:00","true","4","50s"
"100759","1968","46","Gen X","PhD","Divorced","Alone","42564","0","1","2013-02-01 00:00:00","true","2","40s"
"100760","1978","36","Gen X","Master","Married","Partner","43783","1","0","2014-05-29 00:00:00","true","3","30s"
"100761","1976","38","Gen X","Graduate","Divorced","Alone","40780","0","1","2012-08-09 00:00:00","true","2","30s"
"100762","1945","69","","Master","Together","Partner","62847","0","0","2013-01-15 00:00:00","false","2","60s"
"100763","1957","57","Baby Boomer","PhD","Married","Partner","82017","0","0","2012-07-11 00:00:00","false","2","50s"
"100764","1950","64","Baby Boomer","Graduate","Single","Alone","16813","0","0","2013-07-19 00:00:00","false","1","60s"
"100765","1978","36","Gen X","Graduate","Married","Partner","51267","1","1","2013-10-29 00:00:00","true","4","30s"
"100766","1961","53","Baby Boomer","Graduate","Single","Alone","46524","0","1","2013-05-04 00:00:00","true","2","50s"
"100767","1962","52","Baby Boomer","Master","Single","Alone","45183","0","0","2013-01-20 00:00:00","false","1","50s"
"100768","1954","60","Baby Boomer","PhD","Married","Partner","70421","0","1","2014-06-28 00:00:00","true","3","60s"
"100769","1965","49","Gen X","Undergraduate","Divorced","Alone","60161","0","1","2012-10-23 00:00:00","true","2","40s"
"100770","1973","41","Gen X","Graduate","Together","Partner","73926","0","0","2013-02-03 00:00:00","false","2","40s"
"100771","1968","46","Gen X","Graduate","Married","Partner","19329","1","0","2013-12-14 00:00:00","true","3","40s"
"100772","1970","44","Gen X","Master","Married","Partner","61872","0","1","2013-12-13 00:00:00","true","3","40s"
"100773","1956","58","Baby Boomer","Graduate","Widow","Alone","46984","1","1","2013-03-26 00:00:00","true","3","50s"
"100774","1951","63","Baby Boomer","Graduate","Married","Partner","34838","1","1","2013-01-19 00:00:00","true","4","60s"
"100775","1944","70","Silent Generation","PhD","Single","Alone","82716","0","0","2013-05-11 00:00:00","false","1","70+"
"100776","1958","56","Baby Boomer","Graduate","Married","Partner","48192","0","0","2013-06-04 00:00:00","false","2","50s"
"100777","1976","38","Gen X","Master","Married","Partner","49681","0","2","2013-04-11 00:00:00","true","4","30s"
"100778","1971","43","Gen X","Master","Married","Partner","56850","0","1","2014-03-23 00:00:00","true","3","40s"
"100779","1957","57","Baby Boomer","Graduate","Married","Partner","55267","0","1","2013-10-21 00:00:00","true","3","50s"
"100780","1972","42","Gen X","Graduate","Married","Partner","59666","1","1","2013-03-22 00:00:00","true","4","40s"
"100781","1972","42","Gen X","Graduate","Single","Alone","72504","0","1","2013-06-04 00:00:00","true","2","40s"
"100782","1981","33","Millennial","Graduate","Married","Partner","26872","0","0","2013-10-16 00:00:00","false","2","30s"
"100783","1972","42","Gen X","Graduate","Single","Alone","21359","1","0","2013-04-20 00:00:00","true","2","40s"
"100784","1975","39","Gen X","Graduate","Single","Alone","73170","0","0","2014-05-31 00:00:00","false","1","30s"
"100785","1955","59","Baby Boomer","Master","Married","Partner","52750","0","1","2013-04-02 00:00:00","true","3","50s"
"100786","1986","28","Millennial","PhD","Together","Partner","91820","0","0","2013-11-23 00:00:00","false","2","20s"
"100787","1970","44","Gen X","PhD","Together","Partner","65968","0","1","2014-12-05 00:00:00","true","3","40s"
"100788","1976","38","Gen X","Graduate","Married","Partner","30772","1","1","2014-12-03 00:00:00","true","4","30s"
"100789","1954","60","Baby Boomer","Graduate","Single","Alone","22507","0","0","2012-11-24 00:00:00","false","1","60s"
"100790","1972","42","Gen X","Graduate","Married","Partner","65685","0","1","2014-03-29 00:00:00","true","3","40s"
"100791","1978","36","Gen X","Undergraduate","Married","Partner","25804","1","0","2013-01-09 00:00:00","true","3","30s"
"100792","1980","34","","PhD","Single","Alone","76412","0","0","2013-05-05 00:00:00","false","1","30s"
"100793","1972","42","Gen X","Graduate","Married","Partner","22063","1","0","2013-08-08 00:00:00","true","3","40s"
"100794","1961","53","Baby Boomer","Graduate","Single","Alone","57091","0","0","2014-06-15 00:00:00","false","1","50s"
"100795","1959","55","Baby Boomer","Undergraduate","Divorced","Alone","78353","0","1","2013-04-16 00:00:00","true","2","50s"
"100796","1954","60","Baby Boomer","Graduate","Married","Partner","93404","1","2","2013-07-05 00:00:00","true","5","60s"
"100797","1962","52","Baby Boomer","Graduate","Divorced","Alone","37859","1","2","2013-12-01 00:00:00","true","4","50s"
"100798","1958","56","Baby Boomer","PhD","Widow","Alone","80995","0","1","2013-11-05 00:00:00","true","2","50s"
"100799","1984","30","Millennial","Graduate","Together","Partner","16529","1","0","2014-01-03 00:00:00","true","3","30s"
